NaN,1.96,2.06,2.16,2.26,2.36,2.46,2.56,2.66,2.76,2.86,2.96,3.06,3.16,3.26,3.36,3.46,3.56,3.66,3.76,3.86,3.96,4.06,4.16,4.26,4.36,4.46,4.56,4.66,4.76,4.86,4.96,5.06,5.16,5.26,5.36,5.46,5.56,5.66,5.76,5.86,5.87,5.96,6.06,6.16,6.26,6.36,6.46,6.56,6.66,6.76,6.86,6.96,7.06,7.56,8.06,8.56,9.06,9.56,10.06,10.56,11.06,11.56,12.06,12.56
-0.8,0.33687,0.33687,0.33687,0.33687,0.33687,0.33687,0.33748,0.33748,0.33687,0.33687,0.33748,0.33748,0.33748,0.33748,0.33748,0.33748,0.33748,0.33748,0.33748,0.33748,0.33748,0.33748,0.33748,0.33748,0.33748,0.33748,0.33748,0.33748,0.33748,0.33748,0.33748,0.33748,0.33748,0.33748,0.33748,0.33748,0.33748,0.33748,0.33748,0.33748,0.33748,0.33748,0.33748,0.34529,0.35309,0.36006,0.36702,0.37291,0.37879,0.38379,0.38845,0.39212,0.39496,0.39289,0.3883,0.37786,0.34162,0.28969,0.24144,0.1977,0.16005,0.12942,0.10511,0.088433
-0.6,0.34125,0.34125,0.34125,0.34125,0.34125,0.34125,0.34184,0.34184,0.34125,0.34125,0.34184,0.34184,0.34184,0.34184,0.34184,0.34184,0.34184,0.34184,0.34184,0.34184,0.34184,0.34184,0.34184,0.34184,0.34184,0.34184,0.34184,0.34184,0.34184,0.34184,0.34184,0.34184,0.34184,0.34184,0.34184,0.34184,0.34184,0.34184,0.34184,0.34184,0.34184,0.34184,0.34184,0.34939,0.35693,0.36384,0.37075,0.37656,0.38238,0.3875,0.39236,0.39619,0.39911,0.3987,0.39181,0.3821,0.34818,0.29735,0.24994,0.20626,0.16813,0.13661,0.1112,0.092976
-0.4,0.34568,0.34568,0.34568,0.34568,0.34568,0.34568,0.34625,0.34625,0.34568,0.34568,0.34625,0.34625,0.34625,0.34625,0.34625,0.34625,0.34625,0.34625,0.34625,0.34625,0.34625,0.34625,0.34625,0.34625,0.34625,0.34625,0.34625,0.34625,0.34625,0.34625,0.34625,0.34625,0.34625,0.34625,0.34625,0.34625,0.34625,0.34625,0.34625,0.34625,0.34625,0.34625,0.34625,0.35353,0.36082,0.36765,0.37447,0.38022,0.38597,0.39125,0.39634,0.4003,0.40327,0.4041,0.39519,0.38475,0.3532,0.30452,0.25807,0.21454,0.17619,0.14399,0.11743,0.09796
-0.2,0.35009,0.35009,0.35009,0.35009,0.35009,0.35009,0.35064,0.35064,0.35009,0.35009,0.35064,0.35064,0.35064,0.35064,0.35064,0.35064,0.35064,0.35064,0.35064,0.35064,0.35064,0.35064,0.35064,0.35064,0.35064,0.35064,0.35064,0.35064,0.35064,0.35064,0.35064,0.35064,0.35064,0.35064,0.35064,0.35064,0.35064,0.35064,0.35064,0.35064,0.35064,0.35064,0.35064,0.35774,0.36484,0.37147,0.37809,0.38383,0.38956,0.39491,0.4001,0.40414,0.40714,0.40914,0.39843,0.38773,0.35787,0.31123,0.26578,0.22254,0.1841,0.15132,0.12377,0.10297
0,0.35451,0.35451,0.35451,0.35451,0.35451,0.35451,0.35505,0.35505,0.35451,0.35451,0.35505,0.35505,0.35505,0.35505,0.35505,0.35505,0.35505,0.35505,0.35505,0.35505,0.35505,0.35505,0.35505,0.35505,0.35505,0.35505,0.35505,0.35505,0.35505,0.35505,0.35505,0.35505,0.35505,0.35505,0.35505,0.35505,0.35505,0.35505,0.35505,0.35505,0.35505,0.35505,0.35505,0.36197,0.36888,0.37525,0.38163,0.38738,0.39313,0.39838,0.40343,0.40741,0.41046,0.41375,0.40164,0.39014,0.36225,0.31753,0.273,0.23012,0.19172,0.15859,0.13032,0.10815
0.2,0.35888,0.35888,0.35888,0.35888,0.35888,0.35888,0.35941,0.35941,0.35888,0.35888,0.35941,0.35941,0.35941,0.35941,0.35941,0.35941,0.35941,0.35941,0.35941,0.35941,0.35941,0.35941,0.35941,0.35941,0.35941,0.35941,0.35941,0.35941,0.35941,0.35941,0.35941,0.35941,0.35941,0.35941,0.35941,0.35941,0.35941,0.35941,0.35941,0.35941,0.35941,0.35941,0.35941,0.36618,0.37293,0.37907,0.3852,0.39078,0.39636,0.40139,0.40621,0.41007,0.41316,0.41777,0.40486,0.39242,0.36637,0.32339,0.27983,0.23742,0.19912,0.16579,0.13715,0.11359
0.4,0.36303,0.36303,0.36303,0.36303,0.36303,0.36303,0.36356,0.36356,0.36303,0.36303,0.36356,0.36356,0.36356,0.36356,0.36356,0.36356,0.36356,0.36356,0.36356,0.36356,0.36356,0.36356,0.36356,0.36356,0.36356,0.36356,0.36356,0.36356,0.36356,0.36356,0.36356,0.36356,0.36356,0.36356,0.36356,0.36356,0.36356,0.36356,0.36356,0.36356,0.36356,0.36356,0.36356,0.37016,0.37673,0.38262,0.38851,0.39378,0.39906,0.40383,0.40842,0.41216,0.41524,0.42105,0.40792,0.39463,0.37026,0.32888,0.28627,0.2444,0.20623,0.17271,0.14367,0.11908
0.6,0.36667,0.36667,0.36667,0.36667,0.36667,0.36667,0.3672,0.3672,0.36667,0.36667,0.3672,0.3672,0.3672,0.3672,0.3672,0.3672,0.3672,0.3672,0.3672,0.3672,0.3672,0.3672,0.3672,0.3672,0.3672,0.3672,0.3672,0.3672,0.3672,0.3672,0.3672,0.3672,0.3672,0.3672,0.3672,0.3672,0.3672,0.3672,0.3672,0.3672,0.3672,0.3672,0.3672,0.37361,0.37999,0.38562,0.39126,0.39622,0.40118,0.40572,0.41009,0.41369,0.41671,0.4235,0.41094,0.39673,0.3743,0.3341,0.29227,0.25107,0.21309,0.17952,0.15033,0.12472
0.8,0.36945,0.36945,0.36945,0.36945,0.36945,0.36945,0.36997,0.36997,0.36945,0.36945,0.36997,0.36997,0.36997,0.36997,0.36997,0.36997,0.36997,0.36997,0.36997,0.36997,0.36997,0.36997,0.36997,0.36997,0.36997,0.36997,0.36997,0.36997,0.36997,0.36997,0.36997,0.36997,0.36997,0.36997,0.36997,0.36997,0.36997,0.36997,0.36997,0.36997,0.36997,0.36997,0.36997,0.37628,0.38256,0.38795,0.39334,0.39801,0.40268,0.407,0.41119,0.41469,0.41773,0.42511,0.41379,0.39875,0.37782,0.33891,0.29787,0.25741,0.21971,0.18613,0.15684,0.13037
1,0.37121,0.37121,0.37121,0.37121,0.37121,0.37121,0.37174,0.37174,0.37121,0.37121,0.37174,0.37174,0.37174,0.37174,0.37174,0.37174,0.37174,0.37174,0.37174,0.37174,0.37174,0.37174,0.37174,0.37174,0.37174,0.37174,0.37174,0.37174,0.37174,0.37174,0.37174,0.37174,0.37174,0.37174,0.37174,0.37174,0.37174,0.37174,0.37174,0.37174,0.37174,0.37174,0.37174,0.37803,0.38427,0.38951,0.39475,0.39916,0.40357,0.40771,0.41175,0.41514,0.41814,0.42607,0.41634,0.40065,0.38184,0.34357,0.30317,0.26342,0.22601,0.19251,0.16321,0.13603
1.2,0.3719,0.3719,0.3719,0.3719,0.3719,0.3719,0.37243,0.37243,0.3719,0.3719,0.37243,0.37243,0.37243,0.37243,0.37243,0.37243,0.37243,0.37243,0.37243,0.37243,0.37243,0.37243,0.37243,0.37243,0.37243,0.37243,0.37243,0.37243,0.37243,0.37243,0.37243,0.37243,0.37243,0.37243,0.37243,0.37243,0.37243,0.37243,0.37243,0.37243,0.37243,0.37243,0.37243,0.37879,0.38508,0.39026,0.39544,0.39968,0.40392,0.4079,0.41178,0.41508,0.41803,0.42635,0.41846,0.40289,0.38512,0.3477,0.3081,0.26905,0.23203,0.19868,0.16939,0.14186
1.4,0.37143,0.37143,0.37143,0.37143,0.37143,0.37143,0.37198,0.37198,0.37143,0.37143,0.37198,0.37198,0.37198,0.37198,0.37198,0.37198,0.37198,0.37198,0.37198,0.37198,0.37198,0.37198,0.37198,0.37198,0.37198,0.37198,0.37198,0.37198,0.37198,0.37198,0.37198,0.37198,0.37198,0.37198,0.37198,0.37198,0.37198,0.37198,0.37198,0.37198,0.37198,0.37198,0.37198,0.37845,0.38486,0.39011,0.39536,0.39953,0.40369,0.40755,0.41129,0.41447,0.41733,0.426,0.42008,0.40417,0.3861,0.35091,0.31263,0.27437,0.23781,0.20462,0.17529,0.14752
1.6,0.36978,0.36978,0.36978,0.36978,0.36978,0.36978,0.37036,0.37036,0.36978,0.36978,0.37036,0.37036,0.37036,0.37036,0.37036,0.37036,0.37036,0.37036,0.37036,0.37036,0.37036,0.37036,0.37036,0.37036,0.37036,0.37036,0.37036,0.37036,0.37036,0.37036,0.37036,0.37036,0.37036,0.37036,0.37036,0.37036,0.37036,0.37036,0.37036,0.37036,0.37036,0.37036,0.37036,0.37703,0.38363,0.38905,0.39447,0.39865,0.40284,0.40663,0.41027,0.41337,0.41616,0.42505,0.42109,0.40585,0.38759,0.35395,0.3169,0.27936,0.24332,0.21038,0.18105,0.15308
1.8,0.36686,0.36686,0.36686,0.36686,0.36686,0.36686,0.36747,0.36747,0.36686,0.36686,0.36747,0.36747,0.36747,0.36747,0.36747,0.36747,0.36747,0.36747,0.36747,0.36747,0.36747,0.36747,0.36747,0.36747,0.36747,0.36747,0.36747,0.36747,0.36747,0.36747,0.36747,0.36747,0.36747,0.36747,0.36747,0.36747,0.36747,0.36747,0.36747,0.36747,0.36747,0.36747,0.36747,0.37445,0.38136,0.38702,0.39268,0.39698,0.40128,0.40508,0.40869,0.41176,0.41451,0.42358,0.42146,0.40691,0.38873,0.3569,0.32086,0.28407,0.24857,0.21589,0.18664,0.1586
2,0.36264,0.36264,0.36264,0.36264,0.36264,0.36264,0.36328,0.36328,0.36264,0.36264,0.36328,0.36328,0.36328,0.36328,0.36328,0.36328,0.36328,0.36328,0.36328,0.36328,0.36328,0.36328,0.36328,0.36328,0.36328,0.36328,0.36328,0.36328,0.36328,0.36328,0.36328,0.36328,0.36328,0.36328,0.36328,0.36328,0.36328,0.36328,0.36328,0.36328,0.36328,0.36328,0.36328,0.37066,0.37797,0.38394,0.3899,0.39443,0.39895,0.40286,0.40653,0.40964,0.41239,0.42173,0.42118,0.40762,0.38977,0.35965,0.32441,0.28847,0.25353,0.22111,0.19195,0.16393
2.2,0.35719,0.35719,0.35719,0.35719,0.35719,0.35719,0.35786,0.35786,0.35719,0.35719,0.35786,0.35786,0.35786,0.35786,0.35786,0.35786,0.35786,0.35786,0.35786,0.35786,0.35786,0.35786,0.35786,0.35786,0.35786,0.35786,0.35786,0.35786,0.35786,0.35786,0.35786,0.35786,0.35786,0.35786,0.35786,0.35786,0.35786,0.35786,0.35786,0.35786,0.35786,0.35786,0.35786,0.36569,0.37345,0.37978,0.3861,0.39095,0.3958,0.39991,0.40376,0.40697,0.40978,0.41947,0.42026,0.40794,0.39066,0.36226,0.32783,0.29261,0.2582,0.2261,0.19712,0.16909
2.4,0.35065,0.35065,0.35065,0.35065,0.35065,0.35065,0.35135,0.35135,0.35065,0.35065,0.35135,0.35135,0.35135,0.35135,0.35135,0.35135,0.35135,0.35135,0.35135,0.35135,0.35135,0.35135,0.35135,0.35135,0.35135,0.35135,0.35135,0.35135,0.35135,0.35135,0.35135,0.35135,0.35135,0.35135,0.35135,0.35135,0.35135,0.35135,0.35135,0.35135,0.35135,0.35135,0.35135,0.35963,0.36783,0.37458,0.38134,0.38656,0.39179,0.3962,0.40032,0.40373,0.40666,0.41678,0.41874,0.40783,0.39133,0.36476,0.33092,0.29637,0.26259,0.23088,0.20212,0.1741
2.6,0.34298,0.34298,0.34298,0.34298,0.34298,0.34298,0.34372,0.34372,0.34298,0.34298,0.34372,0.34372,0.34372,0.34372,0.34372,0.34372,0.34372,0.34372,0.34372,0.34372,0.34372,0.34372,0.34372,0.34372,0.34372,0.34372,0.34372,0.34372,0.34372,0.34372,0.34372,0.34372,0.34372,0.34372,0.34372,0.34372,0.34372,0.34372,0.34372,0.34372,0.34372,0.34372,0.34372,0.35247,0.36115,0.36835,0.37556,0.38122,0.38688,0.39168,0.39616,0.39985,0.40297,0.41365,0.41664,0.40725,0.39176,0.36708,0.33381,0.29989,0.26671,0.23543,0.20694,0.17894
2.8,0.33418,0.33418,0.33418,0.33418,0.33418,0.33418,0.33495,0.33495,0.33418,0.33418,0.33495,0.33495,0.33495,0.33495,0.33495,0.33495,0.33495,0.33495,0.33495,0.33495,0.33495,0.33495,0.33495,0.33495,0.33495,0.33495,0.33495,0.33495,0.33495,0.33495,0.33495,0.33495,0.33495,0.33495,0.33495,0.33495,0.33495,0.33495,0.33495,0.33495,0.33495,0.33495,0.33495,0.34419,0.35337,0.36105,0.36874,0.37487,0.38099,0.38626,0.39119,0.39525,0.39866,0.41017,0.41408,0.40623,0.39185,0.36938,0.33653,0.30315,0.27059,0.23974,0.21152,0.18357
